docid,content
94,"2021 Toyota 4Runner SR5 Premium, 39000, Classic Silver Metallic, Black / Graphite, Four-wheel Drive, 16–19, Gasoline, 5-Speed Automatic, 4.0L V6 24V MPFI DOHC, 4750, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
95,"2017 Mercedes-Benz AMG C 63 S, 83988, designo Cardinal Red Metallic, Cranberry Red, Rear-wheel Drive, 17–22, Gasoline, 7-Speed Automatic, 4.0L V8 32V GDI DOHC Twin Turbo, 12383, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
96,"2015 Lexus RC 350 Base, 36990, White, Black, Rear-wheel Drive, 19–28, Gasoline, 8-Speed Automatic, 3.5L V6 24V PDI DOHC, 48628, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
97,"2020 Chevrolet Traverse LS, 36499, Satin Steel Metallic, Jet Black, Front-wheel Drive, 18–27, Gasoline, 9-Speed Automatic, 3.6L V6 24V GDI DOHC, 21938, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
98,"2020 Chrysler Pacifica Hybrid Limited, 50075, Ceramic Gray Clearcoat, Black, Front-wheel Drive, Transmission, Hybrid, Automatic CVT, 3.6L V6 24V MPFI DOHC Hybrid, 2585, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
99,"2019 Kia Optima LX, 12990, Silver, Gray, FWD, 24–33, Gasoline, 6-Speed Automatic, 2.4L I4 16V GDI DOHC, 47176, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
100,"2021 RAM 1500 Big Horn, 44806, Granite Crystal Clearcoat Metallic, Black, Four-wheel Drive, 19–24, Gasoline, 8-Speed Automatic, 5.7L V8 16V MPFI OHV, 24819, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
101,"2017 Acura RDX Advance Package, 19995, White, Parchment, All-wheel Drive, 19–27, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI SOHC, 48278, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
102,"2018 Toyota 4Runner Limited, 49259, Blizzard Pearl, Redwood, Four-wheel Drive, 17–20, Gasoline, 5-Speed Automatic, 4.0L V6 24V MPFI DOHC, 13340, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
103,"2007 BMW M6 , 26999, Black, –, RWD, 12–19, Gasoline, 7-Speed Automatic with Auto-Shift, 5.0L V10 40V MPFI DOHC, 70000, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
104,"2019 GMC Sierra 1500 Limited SLE, 35144, Cardinal Red, Black, Four-wheel Drive, 16–23, Gasoline, 6-Speed Automatic, 5.3L V8 16V GDI OHV, 21271, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
105,"2017 Chevrolet Tahoe LT, 42459, Pepperdust Metallic, Cocoa / Dune, Four-wheel Drive, 16–22, Gasoline, 6-Speed Automatic, 5.3L V8 16V GDI OHV, 66148, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
106,"2018 Porsche Panamera 4S, 87989, Volcano Grey Metallic, Black, All-wheel Drive, 21–28, Gasoline, 8-Speed Automatic with Auto-Shift, 2.9L V6 24V GDI DOHC Twin Turbo, 35738, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
107,"2017 Subaru BRZ Limited, 27995, Crystal Black Silica, Black, Rear-wheel Drive, 24–33, Gasoline, 6-Speed Automatic, 2.0L H4 16V PDI DOHC, 19802, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
108,"2018 Honda Civic Touring, 24000, Black, Black, Front-wheel Drive, 32–42, Gasoline, Automatic CVT, 1.5L I4 16V GDI DOHC Turbo, 13850, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
109,"2010 Chevrolet Tahoe LTZ, 13684, White Diamond Pearl, Light Cashmere/Dark Cashmere, Four-wheel Drive, 0–21, E85 Flex Fuel, Automatic, Gas/Ethanol V8 5.3L/323, 190899, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
110,"2018 GMC Yukon SLT, 56674, Onyx Black, Jet Black, Four-wheel Drive, 16–22, Gasoline, 6-Speed Automatic, 5.3L V8 16V GDI OHV, 15184, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
111,"2012 Cadillac CTS Premium, 19955, Thunder Gray ChromaFlair, Ebony / Ebony, All-wheel Drive, 18–27, Gasoline, 6-Speed Automatic, 3.6L V6 24V GDI DOHC, 68857, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
112,"2016 Land Rover Range Rover Sport 5.0L Supercharged Dynamic, 49495, Fuji White, Ebony / Ebony, Four-wheel Drive, 14–19, Gasoline, 8-Speed Automatic, 5.0L V8 32V GDI DOHC Supercharged, 58702, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
113,"2012 Land Rover Range Rover Evoque Pure Plus, 18000, Ipanema Sand, Almond / Espresso, Four-wheel Drive, 18–28, Gasoline, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 56200, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
114,"2011 INFINITI M37x Base, 7995, Malbec Black, Black, All-wheel Drive, 17–24, Gasoline, 7-Speed Automatic, 3.7L V6 24V MPFI DOHC, 200757, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
115,"2013 Lincoln MKZ Base, 17000, White, Light Dune, All-wheel Drive, 22–31, Gasoline, 6-Speed Automatic, 3.7L V6 24V MPFI DOHC, 51592, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
116,"2008 Acura MDX Tech/Entertainment Pkg, 7995, Burgundy, Tan, Four-wheel Drive, 15–20, Gasoline, Automatic, 3.7L PGM-FI SOHC 24-valve VTEC V6 engine, 165950, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
117,"2015 INFINITI QX80 Base, 34980, Graphite Shadow, Gray, Four-wheel Drive, 14–20, Gasoline, 7-Speed Automatic, 5.6L V8 32V GDI DOHC, 82269, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
118,"2020 Mercedes-Benz GLE 350 Base 4MATIC, 63500, Polar White, Black, All-wheel Drive, 19–26, Gasoline, 9-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 15637, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
119,"2018 Kia Forte LX, 14815, Clear White, Black, Front-wheel Drive, 29–37, Gasoline, 6-Speed Automatic, 2.0L I4 16V MPFI DOHC, 32367, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
120,"2015 INFINITI QX80 Base, 32600, Black Obsidian, –, Four-wheel Drive, 14–20, Gasoline, 7-Speed Automatic, 5.6L V8 32V GDI DOHC, 82992, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
121,"2018 Ford Edge Titanium, 28418, Blue Metallic, Ebony, All-wheel Drive, 20–27, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 55445, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
122,"2018 Toyota RAV4 LE, 23936, Magnetic, Black, All-wheel Drive, 22–28, Gasoline, 6-Speed Automatic, 2.5L I4 16V MPFI DOHC, 21635, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
123,"2009 Aston Martin DB9 , 69790, Morning Frost White, Bitter Chocolate, Rear-wheel Drive, 11–17, Gasoline, 6-Speed Automatic, 6.0L V12 48V MPFI DOHC, 17587, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
124,"2018 BMW 330 i xDrive, 32450, Sunset Orange Metallic, Venetian Beige, All-wheel Drive, 23–33, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 28521, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
125,"2019 Hyundai Elantra SEL, 20850, Machine Gray, Black, Front-wheel Drive, 28–37, Gasoline, 6-Speed Automatic, 2.0L I4 16V MPFI DOHC, 45742, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
126,"2017 Land Rover Range Rover 3.0L Supercharged HSE, 63726, Narvik Black, Ebony / Cirrus, Four-wheel Drive, 17–23, Gasoline, 8-Speed Automatic, 3.0L V6 24V GDI DOHC Supercharged, 42823, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
127,"2018 Alfa Romeo Giulia Ti, 32500, Alfa Black, Black / Red, All-wheel Drive, 23–31, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI SOHC Turbo, 23285, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
128,"2015 Maserati Ghibli S Q4, 25444, White, Black, All-wheel Drive, 15–25, Gasoline, 8-Speed Automatic, 3.0L V6 24V GDI DOHC Twin Turbo, 57517, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
129,"2017 Lexus IS 300 Base, 28444, Silver, Red, AWD, 19–26, Gasoline, 6-Speed Automatic, 3.5L V6 24V GDI DOHC, 40625, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
130,"2014 Bentley Flying Spur Base, 69444, Absolute Black Metallic, –, All-wheel Drive, 12–20, E85 Flex Fuel, 8-Speed Automatic, 6.0L W12 48V MPFI DOHC Twin Turbo Flexible Fuel, 52317, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
131,"2017 Lexus IS 300 Base, 25444, White, Red, AWD, 19–26, Gasoline, 6-Speed Automatic, 3.5L V6 24V GDI DOHC, 59183, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
132,"2014 Audi RS 5 4.2, 42940, White, Black, All-wheel Drive, 16–23, Gasoline, 7-Speed Automatic with Auto-Shift, 4.2L V8 32V GDI DOHC, 52320, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
133,"2013 Lexus LX 570 Base, 44777, Black, Beige, Four-wheel Drive, 12–17, Gasoline, 6-Speed Automatic, 5.7L V8 32V MPFI DOHC, 45091, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
134,"2019 BMW 740 i xDrive, 59326, Mineral White Metallic, Black, All-wheel Drive, 20–29, Gasoline, 8-Speed Automatic, 3.0L I6 24V GDI DOHC Turbo, 17854, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
135,"2020 Chrysler Pacifica Hybrid Limited, 46900, Jazz Blue Pearlcoat, Black, Front-wheel Drive, Transmission, Hybrid, Automatic CVT, 3.6L V6 24V MPFI DOHC Hybrid, 15822, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
136,"2019 Chevrolet Tahoe LT, 53700, Silver Ice Metallic, Black, Four-wheel Drive, 15–21, Gasoline, 6-Speed Automatic, 5.3L V8 16V GDI OHV, 13899, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
137,"2019 Volkswagen Tiguan 2.0T SEL, 26800, Deep Black Pearl Effect, Gray, Front-wheel Drive, 22–29, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 10253, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
138,"2016 Mercedes-Benz C-Class C 300, 25000, Iridium Silver Metallic, Black, Rear-wheel Drive, 25–34, Gasoline, 7-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 57217, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
139,"2019 Mercedes-Benz GLS 550 Base 4MATIC, 67450, Black, Black, All-wheel Drive, 14–19, Gasoline, 9-Speed Automatic, 4.7L V8 32V GDI DOHC Twin Turbo, 48499, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
140,"2018 Toyota 4Runner Limited, 46244, Magnetic Gray Metallic, Redwood, Four-wheel Drive, 17–20, Gasoline, 5-Speed Automatic, 4.0L V6 24V MPFI DOHC, 24124, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
141,"2019 BMW 430 i xDrive, 52495, Black Sapphire Metallic, Golden Brown, All-wheel Drive, 22–32, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 12793, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
142,"2018 Volvo XC60 T6 Momentum, 40798, Onyx Black Metallic, Blond, All-wheel Drive, 21–27, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC, 19730, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
143,"2018 Dodge Challenger SXT, 29999, Silver, Charcoal, Rear-wheel Drive, 19–30, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 27961, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
144,"2019 Jeep Grand Cherokee Altitude, 44444, Sangria Metallic, Black, Four-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 23110, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
145,"2021 Kia Telluride EX, 40900, Dark Moss, Black, AWD, 19–24, Gasoline, 8-Speed Automatic, 3.8L V6 24V GDI DOHC, 2980, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
146,"2020 Kia Telluride LX, 36894, Everlasting Silver, Black, Front-wheel Drive, 20–26, Gasoline, 8-Speed Automatic, 3.8L V6 24V GDI DOHC, 22028, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
147,"2018 Toyota Highlander XLE AWD, 32998, PEARL WHITE, BLACK LEATHER, All-wheel Drive, 0–26, Gasoline, Automatic, Regular Unleaded V-6 3.5 L/211, 74899, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
148,"2019 Subaru Crosstrek 2.0i Premium, 24995, Dark Gray Metallic, Black, All-wheel Drive, 27–33, Gasoline, Automatic CVT, 2.0L H4 16V GDI DOHC, 12931, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
149,"2019 Acura MDX 3.5L, 35977, White Diamond Pearl, Parchment, All-wheel Drive, 19–26, Gasoline, 9-Speed Automatic, 3.5L V6 24V GDI SOHC, 33775, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
150,"2014 Jeep Grand Cherokee Overland, 25797, Bright White Clearcoat, Brown / Light Frost, Four-wheel Drive, 17–24, Gasoline, 8-Speed Automatic, 5.7L V8 16V MPFI OHV, 34349, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
151,"2019 Nissan Armada Platinum, 52944, White, Brown, All-wheel Drive, 13–18, Gasoline, 7-Speed Automatic, 5.6L V8 32V GDI DOHC, 16361, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
152,"2018 Mazda CX-5 Grand Touring, 27739, Deep Crystal Blue Mica, Black, Front-wheel Drive, 25–31, Gasoline, 6-Speed Automatic, 2.5L I4 16V GDI DOHC, 28056, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
153,"2016 Mercedes-Benz S-Class S 550, 57966, Magnetite Black Metallic, Black, Rear-wheel Drive, 17–26, Gasoline, 7-Speed Automatic, 4.7L V8 32V GDI DOHC Twin Turbo, 60752, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
154,"2018 Toyota RAV4 XLE, 25588, Magnetic Gray Metallic, Black, All-wheel Drive, 22–28, Gasoline, 6-Speed Automatic, 2.5L I4 16V MPFI DOHC, 62140, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
155,"2018 Lexus RX 350 350, 38995, Silver, –, Front-wheel Drive, 20–27, Gasoline, 8-Speed Automatic, 3.5L V6 24V GDI DOHC, 44185, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
156,"2010 Lexus ES 350 , 16609, Black Sapphire Pearl, Parchment, Front-wheel Drive, 19–27, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 74168, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
157,"2016 BMW X3 xDrive28i, 18500, Melbourne Red Metallic, Oyster, All-wheel Drive, 21–28, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 90650, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
158,"2018 Toyota RAV4 XLE, 25488, Black, Black, All-wheel Drive, 22–28, Gasoline, 6-Speed Automatic, 2.5L I4 16V MPFI DOHC, 60008, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
159,"2019 GMC Yukon Denali, 59990, Black, Black, Rear-wheel Drive, 14–23, Gasoline, 10-Speed Automatic, 6.2L V8 16V GDI OHV, 53871, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
160,"2018 Toyota RAV4 LE, 26165, Ruby Flare Pearl, Black, All-wheel Drive, 22–28, Gasoline, 6-Speed Automatic, 2.5L I4 16V MPFI DOHC, 15081, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
161,"2018 Toyota RAV4 XLE, 27988, Silver Sky Metallic, Black, All-wheel Drive, 22–28, Gasoline, 6-Speed Automatic, 2.5L I4 16V MPFI DOHC, 46124, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
162,"2018 Lincoln MKC Reserve, 30289, Ingot Silver Metallic, Beige, Front-wheel Drive, 21–28, Gasoline, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 29370, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
163,"2020 Kia Forte LXS, 19189, Clear White, Black, Front-wheel Drive, Transmission, Gasoline, Automatic CVT, 2.0L I4 16V MPFI DOHC, 29057, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
164,"2019 RAM 1500 Laramie, 45000, Maximum Steel Metallic, Black, Four-wheel Drive, 19–24, Gasoline, 8-Speed Automatic, 5.7L V8 16V MPFI OHV, 74074, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
165,"2018 BMW X1 xDrive28i, 30990, White Metallic, Mocha, All-wheel Drive, 22–31, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 26157, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
166,"2018 BMW X1 xDrive28i, 30161, Alpine White, Mocha, All-wheel Drive, 0–31, Gasoline, Automatic, Intercooled Turbo Premium Unleaded I-4 2.0 L/122, 29715, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
167,"2018 Toyota RAV4 XLE, 20800, Blizzard Pearl, Black, Front-wheel Drive, 23–30, Gasoline, 6-Speed Automatic, 2.5L I4 16V MPFI DOHC, 64115, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
