,name,price,exterior_color,interior_color,drive_train,mpg,fuel_type,transmission,engine,mileage,heated_seats,heated_steering_wheel,nav_sys,remote_start,carplay,bluetooth,brake_assist,blind_spot_monitor,year,drive_train_simple,fuel_type_simple,turbo,emission,cylinder,average_mpg,transmission_simple,price_level
100,2021 RAM 1500 Big Horn,44806,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,19–24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,24819,False,False,True,True,False,True,True,False,2021,AWD,Gasoline,False,5.7,V8,21.5,8,moderate
101,2017 Acura RDX Advance Package,19995,White,Parchment,All-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,48278,True,False,True,True,False,True,True,True,2017,AWD,Gasoline,False,3.5,V6,23.0,6,cheap
102,2018 Toyota 4Runner Limited,49259,Blizzard Pearl,Redwood,Four-wheel Drive,17–20,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,13340,True,False,True,False,False,True,True,False,2018,AWD,Gasoline,False,4.0,V6,18.5,5,moderate
103,2007 BMW M6 ,26999,Black,–,RWD,12–19,Gasoline,7-Speed Automatic with Auto-Shift,5.0L V10 40V MPFI DOHC,70000,False,False,True,False,False,True,True,False,2007,RWD,Gasoline,False,5.0,V10,15.5,7,moderate
104,2019 GMC Sierra 1500 Limited SLE,35144,Cardinal Red,Black,Four-wheel Drive,16–23,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,21271,False,False,False,True,False,True,True,False,2019,AWD,Gasoline,False,5.3,V8,19.5,6,moderate
105,2017 Chevrolet Tahoe LT,42459,Pepperdust Metallic,Cocoa / Dune,Four-wheel Drive,16–22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,66148,False,False,False,True,False,True,True,False,2017,AWD,Gasoline,False,5.3,V8,19.0,6,moderate
106,2018 Porsche Panamera 4S,87989,Volcano Grey Metallic,Black,All-wheel Drive,21–28,Gasoline,8-Speed Automatic with Auto-Shift,2.9L V6 24V GDI DOHC Twin Turbo,35738,True,True,True,False,True,True,True,False,2018,AWD,Gasoline,True,2.9,V6,24.5,8,expensive
107,2017 Subaru BRZ Limited,27995,Crystal Black Silica,Black,Rear-wheel Drive,24–33,Gasoline,6-Speed Automatic,2.0L H4 16V PDI DOHC,19802,True,False,False,False,False,True,True,False,2017,RWD,Gasoline,False,2.0,H4,28.5,6,moderate
108,2018 Honda Civic Touring,24000,Black,Black,Front-wheel Drive,32–42,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,13850,False,False,True,True,True,True,True,False,2018,FWD,Gasoline,True,1.5,I4,37.0,-1,moderate
109,2010 Chevrolet Tahoe LTZ,13684,White Diamond Pearl,Light Cashmere/Dark Cashmere,Four-wheel Drive,0–21,E85 Flex Fuel,Automatic,Gas/Ethanol V8 5.3L/323,190899,True,False,True,True,False,True,False,False,2010,AWD,Flexible Fuel,False,5.3,V8,10.5,-1,cheap
110,2018 GMC Yukon SLT,56674,Onyx Black,Jet Black,Four-wheel Drive,16–22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,15184,False,True,False,True,True,True,True,True,2018,AWD,Gasoline,False,5.3,V8,19.0,6,moderate
111,2012 Cadillac CTS Premium,19955,Thunder Gray ChromaFlair,Ebony / Ebony,All-wheel Drive,18–27,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,68857,True,True,True,True,False,True,True,True,2012,AWD,Gasoline,False,3.6,V6,22.5,6,cheap
112,2016 Land Rover Range Rover Sport 5.0L Supercharged Dynamic,49495,Fuji White,Ebony / Ebony,Four-wheel Drive,14–19,Gasoline,8-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged,58702,False,True,True,False,False,True,True,True,2016,AWD,Gasoline,False,5.0,V8,16.5,8,moderate
113,2012 Land Rover Range Rover Evoque Pure Plus,18000,Ipanema Sand,Almond / Espresso,Four-wheel Drive,18–28,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,56200,True,True,True,False,False,True,True,True,2012,AWD,Gasoline,True,2.0,I4,23.0,6,cheap
114,2011 INFINITI M37x Base,7995,Malbec Black,Black,All-wheel Drive,17–24,Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,200757,True,False,False,False,False,True,True,False,2011,AWD,Gasoline,False,3.7,V6,20.5,7,cheap
115,2013 Lincoln MKZ Base,17000,White,Light Dune,All-wheel Drive,22–31,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,51592,True,False,True,True,False,True,True,False,2013,AWD,Gasoline,False,3.7,V6,26.5,6,cheap
116,2008 Acura MDX Tech/Entertainment Pkg,7995,Burgundy,Tan,Four-wheel Drive,15–20,Gasoline,Automatic,3.7L PGM-FI SOHC 24-valve VTEC V6 engine,165950,True,False,True,False,False,True,True,False,2008,AWD,Gasoline,False,3.7,V6,17.5,-1,cheap
117,2015 INFINITI QX80 Base,34980,Graphite Shadow,Gray,Four-wheel Drive,14–20,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,82269,True,True,True,True,False,True,True,False,2015,AWD,Gasoline,False,5.6,V8,17.0,7,moderate
118,2020 Mercedes-Benz GLE 350 Base 4MATIC,63500,Polar White,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,15637,False,False,True,True,True,True,True,False,2020,AWD,Gasoline,True,2.0,I4,22.5,9,expensive
119,2018 Kia Forte LX,14815,Clear White,Black,Front-wheel Drive,29–37,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,32367,False,False,False,False,False,True,True,False,2018,FWD,Gasoline,False,2.0,I4,33.0,6,cheap
120,2015 INFINITI QX80 Base,32600,Black Obsidian,–,Four-wheel Drive,14–20,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,82992,True,True,True,True,False,True,True,True,2015,AWD,Gasoline,False,5.6,V8,17.0,7,moderate
121,2018 Ford Edge Titanium,28418,Blue Metallic,Ebony,All-wheel Drive,20–27,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,55445,False,True,False,True,True,True,True,True,2018,AWD,Gasoline,False,3.5,V6,23.5,6,moderate
122,2018 Toyota RAV4 LE,23936,Magnetic,Black,All-wheel Drive,22–28,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,21635,False,False,False,False,False,True,True,False,2018,AWD,Gasoline,False,2.5,I4,25.0,6,moderate
123,2009 Aston Martin DB9 ,69790,Morning Frost White,Bitter Chocolate,Rear-wheel Drive,11–17,Gasoline,6-Speed Automatic,6.0L V12 48V MPFI DOHC,17587,True,False,True,False,False,True,True,False,2009,RWD,Gasoline,False,6.0,V12,14.0,6,expensive
124,2018 BMW 330 i xDrive,32450,Sunset Orange Metallic,Venetian Beige,All-wheel Drive,23–33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,28521,True,False,True,False,True,True,True,True,2018,AWD,Gasoline,True,2.0,I4,28.0,8,moderate
125,2019 Hyundai Elantra SEL,20850,Machine Gray,Black,Front-wheel Drive,28–37,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,45742,False,False,False,False,True,True,True,True,2019,FWD,Gasoline,False,2.0,I4,32.5,6,moderate
126,2017 Land Rover Range Rover 3.0L Supercharged HSE,63726,Narvik Black,Ebony / Cirrus,Four-wheel Drive,17–23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,42823,True,True,True,True,False,True,True,False,2017,AWD,Gasoline,False,3.0,V6,20.0,8,expensive
127,2018 Alfa Romeo Giulia Ti,32500,Alfa Black,Black / Red,All-wheel Drive,23–31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,23285,False,True,False,True,True,True,True,False,2018,AWD,Gasoline,True,2.0,I4,27.0,8,moderate
128,2015 Maserati Ghibli S Q4,25444,White,Black,All-wheel Drive,15–25,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,57517,True,False,True,False,False,True,True,False,2015,AWD,Gasoline,True,3.0,V6,20.0,8,moderate
129,2017 Lexus IS 300 Base,28444,Silver,Red,AWD,19–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC,40625,True,False,True,False,False,True,True,True,2017,AWD,Gasoline,False,3.5,V6,22.5,6,moderate
130,2014 Bentley Flying Spur Base,69444,Absolute Black Metallic,–,All-wheel Drive,12–20,E85 Flex Fuel,8-Speed Automatic,6.0L W12 48V MPFI DOHC Twin Turbo Flexible Fuel,52317,True,False,True,False,False,True,True,False,2014,AWD,Flexible Fuel,True,6.0,,16.0,8,expensive
131,2017 Lexus IS 300 Base,25444,White,Red,AWD,19–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC,59183,True,False,True,False,False,True,True,True,2017,AWD,Gasoline,False,3.5,V6,22.5,6,moderate
132,2014 Audi RS 5 4.2,42940,White,Black,All-wheel Drive,16–23,Gasoline,7-Speed Automatic with Auto-Shift,4.2L V8 32V GDI DOHC,52320,True,False,True,False,False,True,True,False,2014,AWD,Gasoline,False,4.2,V8,19.5,7,moderate
133,2013 Lexus LX 570 Base,44777,Black,Beige,Four-wheel Drive,12–17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,45091,False,False,True,False,False,True,True,False,2013,AWD,Gasoline,False,5.7,V8,14.5,6,moderate
134,2019 BMW 740 i xDrive,59326,Mineral White Metallic,Black,All-wheel Drive,20–29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,17854,True,True,True,False,False,True,True,True,2019,AWD,Gasoline,True,3.0,I6,24.5,8,moderate
135,2020 Chrysler Pacifica Hybrid Limited,46900,Jazz Blue Pearlcoat,Black,Front-wheel Drive,Transmission,Hybrid,Automatic CVT,3.6L V6 24V MPFI DOHC Hybrid,15822,False,True,True,True,True,True,True,False,2020,FWD,Hybrid,False,3.6,V6,-1.0,-1,moderate
136,2019 Chevrolet Tahoe LT,53700,Silver Ice Metallic,Black,Four-wheel Drive,15–21,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,13899,False,False,False,True,True,True,True,False,2019,AWD,Gasoline,False,5.3,V8,18.0,6,moderate
137,2019 Volkswagen Tiguan 2.0T SEL,26800,Deep Black Pearl Effect,Gray,Front-wheel Drive,22–29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,10253,True,False,True,True,True,True,True,True,2019,FWD,Gasoline,True,2.0,I4,25.5,8,moderate
138,2016 Mercedes-Benz C-Class C 300,25000,Iridium Silver Metallic,Black,Rear-wheel Drive,25–34,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,57217,True,False,True,False,False,True,True,True,2016,RWD,Gasoline,True,2.0,I4,29.5,7,moderate
139,2019 Mercedes-Benz GLS 550 Base 4MATIC,67450,Black,Black,All-wheel Drive,14–19,Gasoline,9-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,48499,True,False,True,True,False,True,True,False,2019,AWD,Gasoline,True,4.7,V8,16.5,9,expensive
140,2018 Toyota 4Runner Limited,46244,Magnetic Gray Metallic,Redwood,Four-wheel Drive,17–20,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,24124,True,False,True,False,False,True,True,False,2018,AWD,Gasoline,False,4.0,V6,18.5,5,moderate
141,2019 BMW 430 i xDrive,52495,Black Sapphire Metallic,Golden Brown,All-wheel Drive,22–32,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,12793,False,False,True,False,True,True,True,True,2019,AWD,Gasoline,True,2.0,I4,27.0,8,moderate
142,2018 Volvo XC60 T6 Momentum,40798,Onyx Black Metallic,Blond,All-wheel Drive,21–27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,19730,True,True,True,True,True,True,True,True,2018,AWD,Gasoline,False,2.0,I4,24.0,8,moderate
143,2018 Dodge Challenger SXT,29999,Silver,Charcoal,Rear-wheel Drive,19–30,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,27961,True,False,False,False,True,True,True,True,2018,RWD,Gasoline,False,3.6,V6,24.5,8,moderate
144,2019 Jeep Grand Cherokee Altitude,44444,Sangria Metallic,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,23110,False,True,True,True,False,True,True,False,2019,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
145,2021 Kia Telluride EX,40900,Dark Moss,Black,AWD,19–24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,2980,True,False,True,True,False,True,True,False,2021,AWD,Gasoline,False,3.8,V6,21.5,8,moderate
146,2020 Kia Telluride LX,36894,Everlasting Silver,Black,Front-wheel Drive,20–26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,22028,False,False,False,True,True,True,True,True,2020,FWD,Gasoline,False,3.8,V6,23.0,8,moderate
147,2018 Toyota Highlander XLE AWD,32998,PEARL WHITE,BLACK LEATHER,All-wheel Drive,0–26,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/211,74899,True,False,True,False,False,True,True,True,2018,AWD,Gasoline,False,3.5,V6,13.0,-1,moderate
148,2019 Subaru Crosstrek 2.0i Premium,24995,Dark Gray Metallic,Black,All-wheel Drive,27–33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,12931,False,False,False,False,True,True,True,False,2019,AWD,Gasoline,False,2.0,H4,30.0,-1,moderate
149,2019 Acura MDX 3.5L,35977,White Diamond Pearl,Parchment,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,33775,True,False,False,False,False,True,True,False,2019,AWD,Gasoline,False,3.5,V6,22.5,9,moderate
150,2014 Jeep Grand Cherokee Overland,25797,Bright White Clearcoat,Brown / Light Frost,Four-wheel Drive,17–24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,34349,True,True,True,True,False,True,True,False,2014,AWD,Gasoline,False,5.7,V8,20.5,8,moderate
151,2019 Nissan Armada Platinum,52944,White,Brown,All-wheel Drive,13–18,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,16361,True,True,True,True,False,True,True,False,2019,AWD,Gasoline,False,5.6,V8,15.5,7,moderate
152,2018 Mazda CX-5 Grand Touring,27739,Deep Crystal Blue Mica,Black,Front-wheel Drive,25–31,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,28056,True,False,True,False,False,True,True,True,2018,FWD,Gasoline,False,2.5,I4,28.0,6,moderate
153,2016 Mercedes-Benz S-Class S 550,57966,Magnetite Black Metallic,Black,Rear-wheel Drive,17–26,Gasoline,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,60752,True,False,True,False,False,True,True,True,2016,RWD,Gasoline,True,4.7,V8,21.5,7,moderate
154,2018 Toyota RAV4 XLE,25588,Magnetic Gray Metallic,Black,All-wheel Drive,22–28,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,62140,False,False,False,False,False,True,True,True,2018,AWD,Gasoline,False,2.5,I4,25.0,6,moderate
155,2018 Lexus RX 350 350,38995,Silver,–,Front-wheel Drive,20–27,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,44185,False,True,False,False,False,True,True,False,2018,FWD,Gasoline,False,3.5,V6,23.5,8,moderate
156,2010 Lexus ES 350 ,16609,Black Sapphire Pearl,Parchment,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,74168,False,False,False,False,False,True,True,False,2010,FWD,Gasoline,False,3.5,V6,23.0,6,cheap
157,2016 BMW X3 xDrive28i,18500,Melbourne Red Metallic,Oyster,All-wheel Drive,21–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,90650,True,False,True,False,False,True,True,False,2016,AWD,Gasoline,True,2.0,I4,24.5,8,cheap
158,2018 Toyota RAV4 XLE,25488,Black,Black,All-wheel Drive,22–28,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,60008,False,False,False,False,False,True,True,False,2018,AWD,Gasoline,False,2.5,I4,25.0,6,moderate
159,2019 GMC Yukon Denali,59990,Black,Black,Rear-wheel Drive,14–23,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,53871,True,True,True,True,False,True,True,True,2019,RWD,Gasoline,False,6.2,V8,18.5,10,moderate
160,2018 Toyota RAV4 LE,26165,Ruby Flare Pearl,Black,All-wheel Drive,22–28,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,15081,False,False,False,False,False,True,True,False,2018,AWD,Gasoline,False,2.5,I4,25.0,6,moderate
161,2018 Toyota RAV4 XLE,27988,Silver Sky Metallic,Black,All-wheel Drive,22–28,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,46124,False,False,False,False,False,True,True,True,2018,AWD,Gasoline,False,2.5,I4,25.0,6,moderate
162,2018 Lincoln MKC Reserve,30289,Ingot Silver Metallic,Beige,Front-wheel Drive,21–28,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,29370,True,False,True,True,False,True,True,False,2018,FWD,Gasoline,True,2.0,I4,24.5,6,moderate
163,2020 Kia Forte LXS,19189,Clear White,Black,Front-wheel Drive,Transmission,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,29057,False,False,False,False,True,True,True,False,2020,FWD,Gasoline,False,2.0,I4,-1.0,-1,cheap
164,2019 RAM 1500 Laramie,45000,Maximum Steel Metallic,Black,Four-wheel Drive,19–24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,74074,True,True,True,True,True,True,True,False,2019,AWD,Gasoline,False,5.7,V8,21.5,8,moderate
165,2018 BMW X1 xDrive28i,30990,White Metallic,Mocha,All-wheel Drive,22–31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,26157,False,True,True,False,True,True,True,False,2018,AWD,Gasoline,True,2.0,I4,26.5,8,moderate
166,2018 BMW X1 xDrive28i,30161,Alpine White,Mocha,All-wheel Drive,0–31,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,29715,True,True,True,False,False,True,True,False,2018,AWD,Gasoline,True,2.0,I4,15.5,-1,moderate
167,2018 Toyota RAV4 XLE,20800,Blizzard Pearl,Black,Front-wheel Drive,23–30,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,64115,False,False,False,False,False,True,True,False,2018,FWD,Gasoline,False,2.5,I4,26.5,6,moderate
168,2018 Cadillac Escalade Premium Luxury,57284,Crystal White Tri-Coat,Kona Brown,Four-wheel Drive,14–21,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,66904,False,True,True,True,True,True,True,False,2018,AWD,Gasoline,False,6.2,V8,17.5,10,moderate
169,2019 Nissan Armada SL,39526,Gun Metallic,Charcoal,Rear-wheel Drive,14–19,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,50916,False,False,True,True,False,True,True,True,2019,RWD,Gasoline,False,5.6,V8,16.5,7,moderate
170,2018 Ford F-150 King Ranch,53881,White Platinum Tri-Coat Metallic,–,Four-wheel Drive,16–22,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,19795,False,True,True,True,True,True,True,True,2018,AWD,Gasoline,True,3.5,V6,19.0,10,moderate
171,2021 RAM 1500 Limited,65997,Diamond Black,Black,Four-wheel Drive,15–21,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,2352,False,True,True,True,False,True,True,False,2021,AWD,Diesel,True,3.0,V6,18.0,8,expensive
172,2020 Ford Expedition XLT,54437,Agate Black,Ebony,Rear-wheel Drive,17–23,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,28390,False,True,False,True,True,True,True,False,2020,RWD,Gasoline,True,3.5,V6,20.0,10,moderate
173,2020 Toyota Corolla LE,14808,Red,–,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,49902,False,False,False,False,False,True,True,False,2020,FWD,Gasoline,False,1.8,I4,34.0,-1,cheap
174,2020 Dodge Journey Crossroad,21289,Vice White,Black,Front-wheel Drive,19–25,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,48311,False,False,False,False,False,True,True,False,2020,FWD,Gasoline,False,2.4,I4,22.0,4,moderate
175,2020 Nissan Pathfinder SV,29295,White Pearl,Black,Four-wheel Drive,20–27,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,54501,False,False,False,True,False,True,True,True,2020,AWD,Gasoline,False,3.5,V6,23.5,-1,moderate
176,2018 Jeep Grand Cherokee Altitude,34998,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,42280,False,False,True,False,True,True,True,False,2018,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
177,2018 Lexus GX 460 GX 460 Premium,44339,Starfire Pearl,Ecru,Four-wheel Drive,15–18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,36936,True,False,True,False,False,True,True,False,2018,AWD,Gasoline,False,4.6,V8,16.5,6,moderate
178,2013 Toyota Land Cruiser V8,51991,White,Black,Four-wheel Drive,13–18,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,73206,True,True,True,False,False,True,True,False,2013,AWD,Gasoline,False,5.7,V8,15.5,6,moderate
179,2017 Mercedes-Benz GLE 350 Base,34599,Polar White,Espresso Brown,Rear-wheel Drive,18–23,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,61257,True,False,True,False,False,True,True,False,2017,RWD,Gasoline,False,3.5,V6,20.5,7,moderate
180,2018 BMW 320 i,23188,Alpine White,Black,Rear-wheel Drive,24–35,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,46658,False,False,False,False,False,True,True,False,2018,RWD,Gasoline,True,2.0,I4,29.5,8,moderate
181,2020 Toyota Corolla LE,19699,Red,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,11904,False,False,True,False,False,True,True,False,2020,FWD,Gasoline,False,1.8,I4,34.0,-1,cheap
182,2019 Honda Civic LX,19900,Lunar Silver Metallic,Gray,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,11869,False,False,False,False,False,True,True,False,2019,FWD,Gasoline,False,2.0,I4,34.0,-1,cheap
183,2020 Toyota 4Runner SR5 Premium,45476,Barcelona Red Metallic,Black / Graphite,4WD,16–19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,45626,True,False,True,False,True,True,True,False,2020,AWD,Gasoline,False,4.0,V6,17.5,5,moderate
184,2018 Lexus LS 500 ,65995,Atomic Silver,Black,Rear-wheel Drive,19–30,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,25820,True,True,True,False,False,True,True,False,2018,RWD,Gasoline,True,3.5,V6,24.5,10,expensive
185,2018 Toyota Corolla LE,20241,Barcelona Red Metallic,Black,Front-wheel Drive,Transmission,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,43261,False,False,False,False,False,True,True,False,2018,FWD,Gasoline,False,1.8,I4,-1.0,-1,moderate
186,2020 Chevrolet Traverse LS,29700,Summit White,Jet Black,Front-wheel Drive,18–27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,13698,False,False,False,False,True,True,True,False,2020,FWD,Gasoline,False,3.6,V6,22.5,9,moderate
187,2020 Dodge Charger Scat Pack,52995,Bumble Bee Yellow,Black,Rear-wheel Drive,15–24,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,18422,False,False,False,True,False,True,True,False,2020,RWD,Gasoline,False,6.4,V8,19.5,8,moderate
188,2018 Toyota Corolla LE,18100,Barcelona Red Metallic,Ash / Dark Gray,Front-wheel Drive,28–36,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,65155,False,False,False,False,False,True,True,False,2018,FWD,Gasoline,False,1.8,I4,32.0,-1,cheap
189,2015 Lexus RC 350 Base,31418,Solar Flare,Black,Rear-wheel Drive,19–28,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,63776,False,False,True,False,False,True,True,False,2015,RWD,Gasoline,False,3.5,V6,23.5,8,moderate
190,2021 Subaru Forester ,19990,Horizon Blue Pearl,Gray,AWD,26–33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,2928,False,False,False,False,True,True,True,False,2021,AWD,Gasoline,False,2.5,H4,29.5,-1,cheap
191,2018 Ford F-150 XLT,37900,Oxford White,Black,Four-wheel Drive,18–23,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,49118,True,False,True,True,False,True,True,False,2018,AWD,Gasoline,False,5.0,V8,20.5,10,moderate
